ticket_id,text,category
294,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
295,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
296,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
297,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
298,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Thanks...,Technical
299,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
300,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
301,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
302,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
303,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
304,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
305,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!! Thanks...",Account
306,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
307,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Thanks...,Billing
308,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
309,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
310,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
311,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Please respond asap!!!,Delivery
312,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
313,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
314,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Please respond asap!!!,Delivery
315,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
316,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
317,"Hi!!! there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
318,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
319,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
320,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
321,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!!",Delivery
322,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
323,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
324,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
325,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!!",Billing
326,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
327,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
328,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Thanks...,Billing
329,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
330,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Thanks...,Product Issue
331,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
332,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
333,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
334,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Thanks...",Billing
335,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Thanks...,Technical
336,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Thanks...",Delivery
337,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
338,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
339,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Please respond asap!!!,Billing
340,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!!,Technical
341,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
342,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
343,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
344,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Please respond asap!!!,Delivery
345,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
346,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
347,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Please respond asap!!!",Product Issue
348,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
349,"Hi!!! support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
350,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
351,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
352,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
353,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
354,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
355,"Hi!!! there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Please respond asap!!!",Product Issue
356,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
357,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
358,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
359,"Hi!!! support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
360,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Thanks...,Delivery
361,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Please respond asap!!!,Refund
362,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Please respond asap!!!",Delivery
363,"Hi!!! there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
364,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
365,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Please respond asap!!! Thanks...",Product Issue
366,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
367,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Thanks...,Product Issue
368,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
369,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
370,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
371,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Please respond asap!!!",Product Issue
372,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Please respond asap!!! Thanks...,Product Issue
373,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
374,"Hi!!! there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Thanks...",Product Issue
375,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!!,Technical
376,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Please respond asap!!!,Product Issue
377,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
378,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
379,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!!,Account
380,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
381,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
382,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Thanks...",Billing
383,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
384,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Thanks...,Refund
385,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Thanks...",Product Issue
386,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
387,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!!",Billing
388,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!! Thanks...,Technical
389,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
390,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
391,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
392,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Thanks...,Product Issue
393,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
394,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Thanks...,Product Issue
395,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Thanks...,Technical
396,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Thanks...",Product Issue
397,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
398,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
399,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
400,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
401,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
402,"Hi!!! support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
403,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Please respond asap!!! Thanks...",Product Issue
404,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!!",Technical
405,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Please respond asap!!!,Account
406,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
407,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
408,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
409,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
410,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!!",Delivery
411,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
412,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
413,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
414,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
415,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Please respond asap!!!,Refund
416,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!!,Technical
417,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Please respond asap!!!,Product Issue
418,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!!",Delivery
419,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!!",Delivery
420,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!!",Technical
421,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
422,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
423,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
424,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
425,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
426,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Please respond asap!!! Thanks...",Refund
427,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
428,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Thanks...,Delivery
429,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Thanks...,Delivery
430,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
431,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
432,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Please respond asap!!! Thanks...",Product Issue
433,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
434,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
435,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!!,Technical
436,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Please respond asap!!!,Billing
437,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
438,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
439,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
440,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
441,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Thanks...,Delivery
442,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
443,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
444,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
445,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
446,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
447,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Thanks...",Product Issue
448,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Thanks...",Refund
449,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Please respond asap!!!,Refund
450,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
451,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
452,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
453,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
454,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Thanks...",Billing
455,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
456,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
457,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!!,Account
458,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
459,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!! Thanks...",Billing
460,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
461,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!!,Account
462,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
463,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
464,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
465,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
466,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
467,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
468,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!!,Account
469,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
470,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
471,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Please respond asap!!!",Delivery
472,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!! Thanks...,Account
473,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
474,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
475,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
476,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
477,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
478,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
479,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
480,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
481,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
482,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
483,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Please respond asap!!!",Refund
484,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
485,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Thanks...,Account
486,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Please respond asap!!! Thanks...",Refund
487,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
488,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Please respond asap!!! Thanks...,Billing
489,"Hi!!! support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!!",Technical
490,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!!,Account
491,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
492,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
493,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
494,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
495,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Please respond asap!!!,Product Issue
496,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
497,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!! Thanks...",Technical
498,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!!",Technical
499,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Please respond asap!!!,Billing
500,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
501,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
502,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Thanks...,Technical
503,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
504,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
505,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
506,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
507,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Thanks...",Technical
508,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!!,Technical
509,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
510,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
511,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Thanks...",Delivery
512,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
513,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Please respond asap!!!,Delivery
514,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Thanks...",Technical
515,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Thanks...",Billing
516,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
517,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!!",Billing
518,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
519,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
520,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
521,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
522,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
523,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Thanks...,Account
524,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
525,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
526,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
527,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!!,Account
528,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
529,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
530,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
531,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
532,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
533,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
534,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Thanks...",Technical
535,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
536,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
537,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
538,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Thanks...,Technical
539,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
540,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
541,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
542,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
543,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
544,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
545,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
546,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Thanks...",Billing
547,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Please respond asap!!!,Billing
